block1,block2,block3,block4,block5,block6,block7,block8,block9,block10,block11,block12,block13,block14,block15,block16,target
0.7077719152618241,0.843606141078907,0.6140012769859008,0.5951234710905385,0.0745271813223265,0.8053584395475373,0.6734813286235494,0.7599521421600356,0.12477035932124725,0.2011393634108104,0.9006254534206389,0.9256898078470036,0.10603506455728096,0.32457581834703886,0.9312681186162484,0.10837187530730874,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0.0,Block
0.5,0.48403504490852356,0.49704036116600037,0.4497557580471039,0.49704036116600037,0.4497557580471039,0.49704036116600037,0.46561044454574585,0.5,0.48403504490852356,0.4810789227485657,0.46266597509384155,0.44975576,0.49704036116600037,0.46561044454574585,0.5,Conv
0.2092005937015079,0.4413758153362587,0.05083621469213062,0.6523254607052126,0.6774052809019365,0.7599406145754546,0.20383286025389824,0.9466520111496385,0.4971067206838329,0.003624117268997251,0.43220738690832294,0.9496211238566814,0.34104497252525534,0.702237739294878,0.6574804734280602,0.16100418923926552,bch
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,Block
0.5,0.41052842140197754,0.4953169822692871,0.4613529443740845,0.41052842140197754,0.4953169822692871,0.4613529443740845,0.41052842140197754,0.4953169822692871,0.4613529443740845,0.41052842140197754,0.4953169822692871,0.46135294,0.5,0.5,0.5,Conv
0.16360371252324912,0.45850350239296256,0.5908823673313366,0.6148745590036202,0.15665205628662726,0.6986714104353602,0.029623612559151247,0.8175295711399176,0.43321018460043936,0.5727590211010964,0.6561015747023025,0.015773155686818807,0.03785305278134998,0.3663765433539191,0.5501101569624172,0.5146290889378755,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1.0,1.0,1.0,Block
0.5,0.5871061682701111,0.5540153384208679,0.4630306661128998,0.5871061682701111,0.5540153384208679,0.4630306661128998,0.5871061682701111,0.5540153384208679,0.4630306661128998,0.5871061682701111,0.5540153384208679,0.46303067,0.5,0.5,0.5,Conv
0.9973636080636176,0.07782846191567339,0.1617377210828752,0.6929067755873174,0.7450620338935492,0.1314159138134996,0.09470787097192968,0.3603179116139046,0.811013063208258,0.9965770263828867,0.6490964242159796,0.008996674524109682,0.3969715564112678,0.9741670324899231,0.8358477976484184,0.42687407735147553,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,Block
0.5,0.597800076007843,0.38382214307785034,0.4152807891368866,0.597800076007843,0.38382214307785034,0.4152807891368866,0.597800076007843,0.38382214307785034,0.4152807891368866,0.597800076007843,0.38382214307785034,0.4152808,0.5,0.5,0.5,Conv
0.4515279851839753,0.12940069118133757,0.22627746409449812,0.7592929156554595,0.31353372498081133,0.6623257141636195,0.9795873023247944,0.5016311434681557,0.5465893340745595,0.09557218325399575,0.6331905532889965,0.5261265897557045,0.46313661430018094,0.8712349487556348,0.3639559085262819,0.6937653654866981,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0.0,0.0,1.0,Block
0.5,0.56120765209198,0.4459954500198364,0.5300205945968628,0.56120765209198,0.4459954500198364,0.5300205945968628,0.56120765209198,0.4459954500198364,0.5300205945968628,0.56120765209198,0.4459954500198364,0.5300206,0.5,0.5,0.5,Conv
0.43858143117545567,0.6155676973600837,0.21272126553969317,0.5788828808335637,0.3665546227631057,0.24111162181240808,0.7460820540968153,0.03957844872733707,0.5406974168839938,0.5309836373702528,0.2886459044597258,0.4644873222436422,0.8874382307799585,0.30092001780206035,0.7935022964736931,0.3006013907263275,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,Block
0.5,0.4458237886428833,0.43717271089553833,0.5160454511642456,0.4458237886428833,0.43717271089553833,0.5160454511642456,0.4458237886428833,0.43717271089553833,0.5160454511642456,0.4458237886428833,0.43717271089553833,0.51604545,0.4458237886428833,0.38456806540489197,0.39987170696258545,Conv
0.023426544164383722,0.1316524986507125,0.5407228944740041,0.5373364472869989,0.3490638708472169,0.38911928292660103,0.7321150570623625,0.7128328702532934,0.09572289827971425,0.7659903393971187,0.05873856229106378,0.8248873144492582,0.5301782552411809,0.6055083053673648,0.602730402390168,0.7135220929313123,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,polar
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,Block
0.5,0.36053913831710815,0.6188014149665833,0.5934202075004578,0.5,0.36053913831710815,0.6188014149665833,0.5934202075004578,0.5,0.36053913831710815,0.477874219417572,0.57188880443573,0.7032007,0.5934202075004578,0.36053913831710815,0.6188014149665833,Conv
0.20493119192530562,0.5892933035504135,0.8341970179414921,0.5474730050505237,0.5413469214447861,0.11303639823334066,0.3781745217034206,0.5994311936269748,0.1275039039041448,0.9924746077218635,0.7202457461379763,0.21795225125150952,0.5609213094655822,0.24023175220135085,0.007808472520844489,0.4981717756326549,bch
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,polar
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,Block
0.5,0.5499165058135986,0.38032665848731995,0.6582518219947815,0.38032665848731995,0.6582518219947815,0.38032665848731995,0.6118701100349426,0.5,0.5499165058135986,0.4285355806350708,0.49175530672073364,0.6582518,0.38032665848731995,0.6118701100349426,0.5,Conv
0.9513688198447147,0.9806771018389207,0.4912015368455296,0.985089393183309,0.8054825250470031,0.437409418938966,0.7429327724478416,0.800236635056224,0.45342368242126074,0.30501520154441963,0.03580645210164035,0.1652311141473175,0.5409600849278393,0.9100549387506188,0.2642166441772813,0.5315332702524131,bch
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,polar
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,Block
0.5,0.3626771569252014,0.4069439768791199,0.6085150241851807,0.3626771569252014,0.2808242738246918,0.5161096453666687,0.4693661630153656,0.4069439768791199,0.4693661630153656,0.2808242738246918,0.5161096453666687,0.46936616,0.2808242738246918,0.3777046203613281,0.3777046203613281,Conv
0.6408776799505003,0.10046883873054246,0.7085558074993913,0.9125386103006892,0.9710679895592528,0.19937045723261226,0.7885685804696573,0.4546601493874973,0.32759374900097704,0.39953229215265407,0.23658260628340422,0.5628671832229634,0.4219445981234079,0.9601814730443841,0.9467441586600586,0.04503698639995679,bch
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,polar
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,Block
0.5,0.6393540501594543,0.5957598090171814,0.35999801754951477,0.5,0.5,0.6393540501594543,0.5957598090171814,0.35999801754951477,0.6393540501594543,0.7231999635696411,0.45325085520744324,0.4992973,0.7231999635696411,0.595082700252533,0.595082700252533,Conv
0.7723812941508684,0.33913857946423487,0.8987681496986342,0.901999757754985,0.8278941162117319,0.20778784619056856,0.32081199693446594,0.7956015464082206,0.9632798980479074,0.5038523287155536,0.4055575771153759,0.9192708709350506,0.6194696491183297,0.6135100423469998,0.7042143468114163,0.666182202847996,bch
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,polar
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,1.0,0.0,Block
0.5,0.5529406070709229,0.5623806715011597,0.6346942186355591,0.5623806715011597,0.6346942186355591,0.5623806715011597,0.5841540098190308,0.5,0.5529406070709229,0.6138177514076233,0.6435209512710571,0.6346942,0.5623806715011597,0.5841540098190308,0.5,Conv
0.3985238313916021,0.5452438742557252,0.9648799626388138,0.6200684340533817,0.07133911166745444,0.03282057722669529,0.41716426769373904,0.8985182055017927,0.022823222336373683,0.14428907083722042,0.40791446917356633,0.7896843573980113,0.9704690697180505,0.017136130266638072,0.7344253289164002,0.5133202395383839,bch
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0.0,Block
0.5,0.4391283392906189,0.43558642268180847,0.45394402742385864,0.4391283392906189,0.43558642268180847,0.45394402742385864,0.4391283392906189,0.43558642268180847,0.45394402742385864,0.4391283392906189,0.43558642268180847,0.45394403,0.5,0.5,0.5,Conv
0.668038834029505,0.15502101857298123,0.6500239937223028,0.5390386337364045,0.4039786857640464,0.17260265278784015,0.20733289995606785,0.344134178150711,0.8395450594318001,0.6798718840364704,0.7877358540230146,0.862538605274041,0.8715331328909895,0.5218780525480277,0.15080767129604344,0.07814372206023723,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,Block
0.5,0.6224491000175476,0.609950065612793,0.4573957026004791,0.6224491000175476,0.7205232977867126,0.5686317682266235,0.5815464854240417,0.609950065612793,0.5815464854240417,0.7205232977867126,0.5686317682266235,0.4573957,0.5,0.5,0.6224491000175476,Conv
0.7247779608196356,0.4530657644270444,0.7518799261531142,0.4581154781876803,0.09296770892337991,0.8595001328500035,0.8815040317660849,0.4611292541760713,0.6625448557231489,0.7063033672956707,0.575111784863852,0.35547212704008757,0.3147401081709066,0.05171453467518605,0.28639498584495415,0.22909201033844973,bch
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,polar
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,0.0,1.0,Block
0.5,0.6008573770523071,0.48997464776039124,0.651683509349823,0.48997464776039124,0.651683509349823,0.48997464776039124,0.5541390776634216,0.5,0.6008573770523071,0.5912008881568909,0.5442097187042236,0.6516835,0.5912008881568909,0.6425251364707947,0.6425251364707947,Conv
0.2683382628959342,0.9668683563989152,0.23518572836916707,0.13829195674141415,0.9137807726057248,0.8584753465580176,0.11616750717726809,0.44063537409376585,0.11686902046812897,0.6654870550697941,0.48797700180276493,0.4981185455053575,0.5253477063134266,0.7347881399375195,0.12141516549418085,0.40022078024615093,bch
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,polar
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,Block
0.5,0.5894518494606018,0.5568263530731201,0.4282776415348053,0.5,0.5,0.5,0.5894518494606018,0.5568263530731201,0.4282776415348053,0.5894518494606018,0.5568263530731201,0.42827764,0.5,0.5,0.5,Conv
0.968463499702439,0.013564716460241266,0.945262152184471,0.48990195479033516,0.04046307516415104,0.8008240325746891,0.3738093331710528,0.3344390301869359,0.3403089504638187,0.7428377385526458,0.22671280678008343,0.6255116223327861,0.19571155987490008,0.6474137151562201,0.6471190992637509,0.3444960131163135,bch
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,polar
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,Block
0.5,0.5342295169830322,0.5009554624557495,0.4202447533607483,0.5342295169830322,0.5009554624557495,0.4202447533607483,0.5342295169830322,0.5009554624557495,0.4202447533607483,0.5342295169830322,0.5009554624557495,0.42024475,0.5,0.5,0.5,Conv
0.09432879822011064,0.2018840619462724,0.7414515828622158,0.6924247829829583,0.8637778547775012,0.9870585138559964,0.62376731631343,0.8935529651276506,0.2912872521949724,0.054507461592242956,0.28289548021006483,0.9357550154257159,0.39035355051674925,0.3947925019450672,0.4415515243934547,0.3919222127779317,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,Block
0.5,0.41520920395851135,0.4222959876060486,0.5038782954216003,0.41520920395851135,0.4222959876060486,0.5038782954216003,0.41520920395851135,0.4222959876060486,0.41898101568222046,0.3416776657104492,0.4260851740837097,0.5038783,0.41520920395851135,0.3416776657104492,0.4260851740837097,Conv
0.22864767966405597,0.4747960930731774,0.4633877464975824,0.6014763506758053,0.12589492581230322,0.84976755276648,0.6801826188725095,0.3125018332912771,0.40881464715270155,0.7836518471631089,0.08164855335962995,0.7278361842271734,0.4191094780528526,0.5917178145525994,0.7164680518594084,0.6569525850962684,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0.0,1.0,1.0,polar
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,Block
0.5,0.39653757214546204,0.5363247394561768,0.5083299875259399,0.39653757214546204,0.5363247394561768,0.5083299875259399,0.39653757214546204,0.5363247394561768,0.5083299875259399,0.39653757214546204,0.5363247394561768,0.50833,0.39653757214546204,0.43183764815330505,0.4400314390659332,Conv
0.3262449765831238,0.8428853517819477,0.1857096166626866,0.5799052201565886,0.40919492421213943,0.13143848524773383,0.18712706475740282,0.27021727111396576,0.9884321402643063,0.2996114595464269,0.5834228282113081,0.6743291100634998,0.16580816870476867,0.911855743278547,0.43675412918497714,0.5535447051247373,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,polar
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,0.0,1.0,Block
0.5,0.37944042682647705,0.4284447431564331,0.5841917395591736,0.5,0.37944042682647705,0.3142932951450348,0.5129485130310059,0.5841917395591736,0.37944042682647705,0.3142932951450348,0.5129485130310059,0.46209314,0.4284447431564331,0.5841917395591736,0.37944042682647705,Conv
0.5349526304860672,0.40264193442274077,0.5429158496935461,0.999359780018196,0.8311222788164874,0.35770376087689437,0.05129017439089667,0.22512281858145655,0.971575285357846,0.2849306368065849,0.740680134846741,0.328345891158515,0.2774755884991007,0.40099786661714787,0.6994960934438729,0.36921091979147436,bch
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,polar
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,Block
0.5,0.5739293098449707,0.37971553206443787,0.6253224611282349,0.5,0.5,0.5739293098449707,0.45193520188331604,0.5053612589836121,0.6921314001083374,0.45193520188331604,0.5791650414466858,0.50536126,0.6921314001083374,0.37971553206443787,0.6921314001083374,Conv
0.4515953642498767,0.35663890409402554,0.18543336909089148,0.07993729997726973,0.4211304350922387,0.03301992065734449,0.7374219993479564,0.2993791612698019,0.637466796017991,0.012388078295863525,0.5835070014838696,0.22581220585368167,0.0823449065738664,0.24803107559742332,0.29841888154211405,0.23012920381467428,bch
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1.0,1.0,0.0,polar
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0,Block
0.5,0.38273653388023376,0.4482254683971405,0.5311174392700195,0.38273653388023376,0.4482254683971405,0.5311174392700195,0.38273653388023376,0.4482254683971405,0.5311174392700195,0.38273653388023376,0.4482254683971405,0.53111744,0.5,0.5,0.5,Conv
0.16864225995392457,0.17133310162022364,0.08829906476802896,0.6586074115729793,0.7192172934600397,0.16076701378264346,0.025242957990278758,0.9456548399544993,0.4078178489498617,0.28300813907843414,0.42153138743670415,0.13871457102473594,0.6129551009736263,0.8400254889775928,0.37722167914343696,0.9264205974116315,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,Block
0.5,0.5551567673683167,0.3755224347114563,0.4178192615509033,0.5551567673683167,0.42872166633605957,0.3014654517173767,0.4178192615509033,0.5,0.5551567673683167,0.42872166633605957,0.3014654517173767,0.472477,0.42872166633605957,0.3500542938709259,0.3500542938709259,Conv
0.2988331997609781,0.2931967166600986,0.8699733178868687,0.038807506381558055,0.07390350622792408,0.25254451603548633,0.6736704317019178,0.7494718164166388,0.6299778275661548,0.8457147480916816,0.47081036261506837,0.8366259788264835,0.06529242547353076,0.14606879743117218,0.3419602594663159,0.0920898735628135,bch
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,polar
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,Block
0.5,0.5008352398872375,0.41910743713378906,0.427854984998703,0.5008352398872375,0.41910743713378906,0.427854984998703,0.5008352398872375,0.41910743713378906,0.427854984998703,0.5008352398872375,0.41910743713378906,0.42785498,0.5,0.5,0.5,Conv
0.48059110450249,0.3190982835215995,0.4986992882697687,0.5090917270671015,0.25442686650417723,0.8425167064446822,0.07115459176753691,0.9690054301296899,0.3365137822735983,0.3905751265286612,0.26966002807521405,0.598052355553561,0.058625709320821784,0.06409137395797926,0.11709444893511722,0.5819716215444763,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,Block
0.5,0.45939531922340393,0.4908997118473053,0.36796995997428894,0.4908997118473053,0.36796995997428894,0.4908997118473053,0.4065711200237274,0.5,0.45939531922340393,0.45036837458610535,0.39781832695007324,0.36796996,0.4908997118473053,0.4065711200237274,0.5,Conv
0.053498121006775534,0.06641733312802978,0.5703504672020315,0.6107457644250511,0.6981382218041583,0.2869190632790386,0.9938102406565168,0.9766810945856558,0.6042475891338561,0.2898485019809218,0.3943975680948122,0.7728713045287346,0.23714470372078877,0.4890643371004878,0.4908230821008437,0.2875029936529403,bch
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,polar
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,Block
0.5,0.39479517936706543,0.5204823613166809,0.506903350353241,0.39479517936706543,0.5204823613166809,0.506903350353241,0.39479517936706543,0.5204823613166809,0.506903350353241,0.39479517936706543,0.5204823613166809,0.50690335,0.5,0.5,0.5,Conv
0.0011351635799408122,0.4643659501063523,0.39598407955777337,0.22463549022415885,0.007837112102335952,0.2867182766642481,0.8330264701738274,0.723725315038976,0.6496828586608554,0.561520632547428,0.23882849423901953,0.9705801488622263,0.6217985273689598,0.9584142481788007,0.0971778375079021,0.3160732331573656,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,Block
0.5,0.534228503704071,0.49293753504753113,0.398672491312027,0.49293753504753113,0.398672491312027,0.49293753504753113,0.36629876494407654,0.5,0.534228503704071,0.5271924138069153,0.35976600646972656,0.3986725,0.49293753504753113,0.36629876494407654,0.5,Conv
0.5893696252255952,0.08074745999285582,0.2514963812414739,0.8408118881703023,0.012745842889465564,0.7677299151663176,0.27240588635103535,0.8937937127406149,0.01613525192414189,0.45573551476955254,0.5270165928821857,0.46482052591726564,0.4514990376867507,0.3628746620341894,0.005528397995266943,0.1446725524406115,bch
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,polar
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.0,Block
0.5,0.5424822568893433,0.5233412384986877,0.49190619587898254,0.5,0.5,0.5424822568893433,0.5233412384986877,0.49190619587898254,0.5424822568893433,0.565563440322876,0.5152589082717896,0.4919062,0.5424822568893433,0.5233412384986877,0.5344358086585999,Conv
0.20385619134091593,0.056959919490158994,0.8842562205828327,0.7373478680674609,0.7735889005945175,0.5528484914351479,0.32461571199610273,0.6856087299630531,0.39420327659437493,0.47485476445969776,0.593082069906325,0.3997070510309738,0.6458813970549198,0.2300064420382837,0.6522272756821379,0.42278312111283234,bch
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,1.0,0.0,polar
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,Block
0.5,0.6344688534736633,0.3824685215950012,0.42892783880233765,0.6344688534736633,0.3824685215950012,0.42892783880233765,0.6344688534736633,0.3824685215950012,0.42892783880233765,0.6344688534736633,0.3824685215950012,0.42892784,0.5,0.5,0.5,Conv
0.3694244191627566,0.37128664019629554,0.2970324811608377,0.3441997639186952,0.8626694984758215,0.6195642410204933,0.7611136349750662,0.4904317794891915,0.3110412437415837,0.3879231671479674,0.11507824736833383,0.7125657523747857,0.9507413051841855,0.6476653624408499,0.5556431220436061,0.4190450241388485,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0.0,0.0,1.0,Block
0.5,0.5411803722381592,0.36178648471832275,0.5701103210449219,0.36178648471832275,0.5701103210449219,0.36178648471832275,0.5292679667472839,0.5,0.5411803722381592,0.40070629119873047,0.3892626166343689,0.5701103,0.36178648471832275,0.5292679667472839,0.5,Conv
0.10314933944731497,0.6243203939417542,0.29756686649582376,0.7902182785617066,0.8246539358141547,0.9043367740552041,0.3360561894582399,0.9066397045228187,0.1252453827802894,0.05267762050128544,0.8051593190291317,0.010601299127813046,0.21594039488765893,0.3881910697087254,0.04262432799616456,0.8843111065135828,bch
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,Block
0.5,0.5824831128120422,0.48431596159935,0.6257246732711792,0.5824831128120422,0.48431596159935,0.6257246732711792,0.5824831128120422,0.48431596159935,0.6257246732711792,0.5824831128120422,0.48431596159935,0.6257247,0.5,0.5,0.5,Conv
0.21832308377389675,0.8824527225209018,0.0759016372408684,0.7221346257903739,0.7250064408272102,0.06973477461952948,0.7981906546585279,0.07119620845977948,0.6600093516064044,0.15778560958847487,0.9089272784230239,0.18361334939737461,0.6323792238823469,0.0722695052633987,0.5463071709986757,0.34874156620859,bch
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,polar
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,Block
